subID,sub,run,trial,direction,ResponseTime,MovementTime,ErrorAngle,AccelerationAngle,Accuracy,TimePeakVelocity,DistancePeakVelocity,PeakVelocity,PeakAcceleration,InitialDirectionAngle,Outlier,Keep,age,dist_sums,dist_std,dist_max,dist_means,path_lengths,angular_averages
VML_MEG_015,12,4,13,-1,0.173,1.306,-23.217,-34.506,1,0.36,2.8983,24.275,204.75,-23.2176825480134,0,1,12,516.097019818856,0.880223661963376,3.02359722600482,1.72032339939619,11.3559725559426,-46.5444875937217
VML_MEG_015,12,4,14,-1,0,1.446,-21.456,-35.2,1,0.467,4.7181,37.009,297.8,-21.2406807559047,0,1,12,594.589293574223,1.04601992690837,3.73858015495955,1.98196431191408,12.8045174032757,-19.573729862948
VML_MEG_015,12,4,15,1,0.413,1.088,-16.419,-20.763,1,1.002,8.7476,34.991,183.7,-16.4134735971614,0,1,12,537.32663324602,1.39367656182823,4.38861738673213,1.79108877748673,14.0827679120559,-46.6774083558629
VML_MEG_015,12,4,16,-1,0.323,1.151,-17.88,-16.765,1,0.45,3.94,49.398,654.76,-17.9387475151047,0,1,12,760.628947659733,1.53279825845456,5.08180742589298,2.53542982553244,12.7009208967503,-111.656870981488
VML_MEG_015,12,4,17,1,0.407,1.068,-21.884,-16.027,0,0.602,4.1749,39.246,281.75,-21.8782433361005,0,1,12,823.86189075598,1.75260820755523,5.21398036250113,2.74620630251993,11.7361967924525,-72.9177613897779
VML_MEG_015,12,4,18,1,0.501,0.987,-31.781,-209.97,1,0.684,5.2779,33.731,2428,-31.7916212082506,0,1,12,961.18573105773,1.81226625816152,5.53068998968117,3.2039524368591,14.1929478900566,-39.1246256737656
VML_MEG_015,12,4,19,1,0.857,0.641,-23.527,140.88,0,1.321,5.2994,17.28,228.49,-23.5104357112942,0,1,12,81.656036623963,0.136945099845381,0.574745610478998,0.272186788746543,7.17741018800251,35.8089701680809
VML_MEG_015,12,4,20,-1,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,0,0,12,NaN,NaN,NaN,NaN,NaN,NaN
VML_MEG_015,12,4,21,1,0.3,1.054,-21.233,-18.778,1,0.578,6.6668,47.606,253.16,-21.2361260805886,0,1,12,1002.79674923912,2.25271500599424,6.62838855478019,3.34265583079706,15.8812499949948,-43.8820579793734
VML_MEG_015,12,4,22,-1,1.096,0.406,-7.2062,-7.1885,0,1.294,3.0166,23.122,188.07,-7.22599971866271,0,1,12,143.228797292171,0.214955992669066,0.809755032871248,0.477429324307236,4.7948728254944,29.2908430644662
VML_MEG_015,12,4,23,1,0.308,1.134,-23.316,-29.519,1,0.388,3.3435,53.421,2029.6,-23.297162317666,0,1,12,923.716732898736,1.46388630603275,5.23737891121788,3.07905577632912,13.3963212510879,-121.481161637192
VML_MEG_015,12,4,24,-1,0.365,1.101,-6.0948,-1.6303,1,0.578,5.8238,49.079,497.98,-6.0841777866738,0,1,12,1025.18859555905,2.33206464330251,6.84741350126876,3.41729531853016,12.7346190256317,-85.5248518550506
VML_MEG_015,12,4,25,1,0.439,1.042,-13.223,-23.1,1,0.624,3.0995,26.4,175.94,-13.1762097797892,0,1,12,347.71852605368,0.639413761521407,2.22460226750331,1.15906175351227,12.0967210224358,81.3015320872886
VML_MEG_015,12,4,26,1,0.56,0.93,-38.338,-30.2,1,0.651,2.4364,36.042,733.87,-38.4230433403406,0,1,12,411.422978008137,0.907304139947229,2.90262358460101,1.37140992669379,12.5380408732387,13.7350650140694
VML_MEG_015,12,4,27,1,0.395,1.106,-22.559,-18.563,1,0.826,6.0749,20.016,171.69,-22.560467910252,0,1,12,574.887391901814,0.72214807709531,2.79381727493004,1.91629130633938,12.6148377721726,-50.3571860524608
VML_MEG_015,12,4,28,1,0.287,1.064,-17.192,-4.8636,1,0.563,5.4174,35.325,215.61,-17.1457452740935,0,1,12,504.403985474671,1.22093593060464,3.53662191850162,1.6813466182489,12.0138129428005,-69.9415939111056
VML_MEG_015,12,4,29,1,0,1.498,-7.5743,-7.713,1,0.756,7.7135,23.385,84.331,-7.56415995227326,0,1,12,513.104682232575,1.09295232870521,3.60884091823539,1.71034894077525,12.9356243388944,-56.6861650273846
VML_MEG_015,12,4,30,-1,0.253,1.216,-4.2795,12.956,1,0.423,3.4666,32.746,314.93,-4.22465484888912,0,1,12,335.789430069156,0.846252187569541,2.58240549911805,1.11929810023052,11.262074948741,-6.51126298131996
VML_MEG_015,12,5,1,-1,0.366,1.129,44.757,52.234,1,0.492,2.2574,29.206,362.41,44.7577785915049,0,1,12,954.353348096795,1.48733661311598,4.79199342818075,3.18117782698932,15.8711929492185,47.7321122322662
VML_MEG_015,12,5,2,1,0.402,1.107,21.354,50.599,0,0.643,4.3413,27.24,188.54,21.352870414758,0,1,12,716.324893793644,1.39470310430511,4.3498732022884,2.38774964597881,14.0530790513113,10.4972903107192
VML_MEG_015,12,5,3,1,0.427,0.917,18.12,15.7,1,0.63,6.2192,61.718,469.33,18.0946468709663,0,1,12,1132.39227906232,2.46116460879067,6.91621970664365,3.77464093020774,16.5107776903398,-53.4592093008325
VML_MEG_015,12,5,4,1,0.693,0.821,11.101,3.0987,0,0.836,11.232,128.49,1940.2,11.1005419822457,0,1,12,449.979806116497,0.715168116576801,2.32900608832927,1.49993268705499,11.2479711983352,-20.6827561203277
VML_MEG_015,12,5,5,-1,0.621,0.87,12.14,19.645,0,1.285,6.1309,31.841,213.98,12.1786751051036,0,1,12,376.673137739554,0.80295930373891,2.47430372699415,1.25557712579851,9.27511481766386,84.6457059344157
